Author_id,Name
227,"Oscar Wilde,Jeffrey Eugenides"
228,"Ted Hughes,Andrew Davidson"
229,"Roald Dahl,Quentin Blake"
230,Donna Jo Napoli
231,A.S. Byatt
232,Tanuja Desai Hidier
233,Sophie Kinsella
234,Isabel Wolff
235,Louisa May Alcott
236,"Jane Austen,Margaret Drabble"
237,George Orwell
238,Charles Dickens
239,Isabel Allende
240,"Ellen Datlow,Terri Windling,Charles Vess,Neil Gaim"
241,Joseph Heller
242,John Galsworthy
243,Enid Blyton
244,Neil Gaiman
245,"Alan Moore,Kevin O'Neill,Ben Dimagmaliw"
246,"Neil Gaiman,Sam Kieth,Mike Dringenberg,Malcolm Jon"
247,Alan Moore
248,"Neil Gaiman,John Bolton"
249,Trudy Suggs
250,Tom Wolfe
251,Brady Udall
252,Homer Hickam
253,Pearl Abraham
254,Sebastian Junger
255,Karen Armstrong
256,"Mary Barnard,Dudley Fitts"
257,David Brin
258,"T. C. Boyle,T. Coraghessan Boyle"
259,"Plato,Alexander Nehamas,Paul Woodruff"
260,"Lynda Madaras,Dane Saavedra,Jackie Aher"
261,Stephen Mccauley
262,Isabelle Holland
263,Pam Conrad
264,Lurlene Mcdaniel
265,Brian Kaufman
266,John Darnton
267,Martin Schenk
268,"David Eddings,Leigh Eddings"
269,Paul Reiser
270,"David G. Hartwell,Kathryn Cramer"
271,Dave Barry
272,John R. Holt
273,Theodore Beale
274,Frank M. Robinson
275,Mary Jane Clark
276,"Mary Shelley,Dover Thrift Editions"
277,Robert Westall
278,Robert B. Parker
279,Rita Chapman Works
280,"Douglas Adams,Mark Carwardine"
281,A. Manette Ansay
282,Sarah Waters
283,Anne Frank
284,Barry Lopez
285,Greg Palast
286,Andrea Kane
287,Nevada Barr
288,Margaret Maron
289,"Edna Barker,Shelagh Rogers"
290,Muriel Whitaker
291,John Irving
292,"William Golding,Hermann Stiehl"
293,HarperReference
294,LTD
295,Ann Patchett
296,"Roald Dahl,Lane Smith"
297,"Sue Monk; Sue Monk Kidd Kidd,Roseanne J. Serra (Co"
298,"Bob Thiele,Bob Golden,Steve Allen"
299,Colleen Mccullough
300,Joanne Harris
301,Thomas Cahill
302,Michael Hudson
303,Jane Smiley
304,Dick Francis
305,Nora Roberts
306,"Jean Marzollo,Walter Wick,Carol Devine Carson"
307,"Jean Marzollo,Walter Wick"
308,Barbara Delinsky
309,P. D. James
310,Arthur W. Upfield
311,Christopher Rice
312,Rex Stout
313,Joan Anderson
314,Vance Havner
315,Warren W. Wiersbe
316,Max Lucado
317,Larry Crabb
318,Barry Neil Kaufman
319,Bob Sjogren
320,Frederick J. Moody
321,Neal Pirolo
322,William Sleator
323,Antoine De Saint-Exupery
324,Richard Bach
325,Kevin Sullivan
326,Michele Morgan
327,Scott Cunningham
328,David Allen Hulse
329,Richard Webster
330,Bernard King
331,"Pat Hutchins,Pat Hutchins"
332,"William Shakespeare,Roma Gill"
333,Melissa McClone
334,Cheryl St. John
335,"Lewis Carroll,Martin Gardner"
336,Mark Twain
337,"Mary Crow Dog,Richard Erdoes"
338,Linda Gordon
339,Florence King
340,Alice Sebold
341,Spalding Gray
342,Thomas Harris
343,Edward Rutherfurd
344,Margaret Atwood
345,Dorothy Allison
346,Maya Angelou
347,Edith Wharton
348,Mary Brave Bird
349,"John G. Neihardt,Vine Deloria Jr."
350,Roland Warren
351,Johnny Molloy
352,"James McCourt,Wayne Koestenbaum"
353,Elizabeth Wurtzel
354,Bill Bradley
355,Don Miguel Ruiz
356,Paul Lester
357,Leo Tolstoy
358,Simon Nye
359,Robert A Johnson
360,Marc Gascoigne
361,Stephanie Maze
362,Sandra Dallas
363,Anne McCaffrey
364,David Gemmell
365,Laura Zigman
366,Margaret Truman
367,Mark C. Young
368,"Paula Danziger,Tony Ross"
369,"Richard A. Lupoff,Bruce Coville"
370,Carrie A. Bebris
371,Ellen Carol Dubois
372,Candice F. Ransom
373,"Sam Bobrick,Julie Stein,Price Stern Sloan"
374,"Anna, And Vogel, Malvina (Editor) Sewell"
375,"Charles Dickens,Marian Leighton"
376,"Donna K. Grosvenor,James L. Stanfield"
377,"Mary Wollstonecraft Shelley,D. J. Arneson,Eva Clif"
378,Nathaniel Hawthorne
379,Valerie Block
380,Luanne Rice
381,T. Coraghessan Boyle
382,Ellen Gilchrist
383,Tim Gautreaux
384,Richard Russo
385,Jostein Gaarder
386,Anna Quindlen
387,Diane Johnson
388,Wally Lamb
389,Adeline Yen Mah
390,Barbara Ehrenreich
391,Dorothy Dunnett
392,John LeCarre
393,Singer Media Corporation
394,Emily Dickinson
395,Hazel Harrison
396,Joseph Girzone
397,Joseph F. Girzone
398,Lorraine Anderson
399,Ad Hudler
400,Josephine Carlton
401,"Ted L. Nancy,Jerry Seinfeld"
402,Francis Wheen
403,"Ellen Rimbauer,Joyce Reardon,Steven Rimbauer"
404,Sidney Sheldon
405,"Christopher Moore,Pamela Johnson"
406,Robert Lacey
407,Tim Dorsey
408,Jodi Compton
409,Elmore Leonard
410,Lynn Coady
411,John Lawton
412,Eileen Yin-Fei Lo
413,Tilden Edwards
414,Vikram Seth
415,"Elizabeth Gaskell,Elizabeth Porges Watson"
416,Anita Diamant
417,Lauren Haney
418,Gerald Stern
419,Martha Grimes
420,Henry James
421,Sarah Orne Jewett
422,William Carlos Williams
423,Rh Value Publishing
424,Harry Kemelman
425,Mil Millington
426,"Suzanne G. Farnham,Joseph P. Gill,R. Taylor McLean"
427,Czeslaw Milosz
428,Margaret Guenther
429,"Roberto Juarroz,Mary Crow"
430,"Hans Kmoch,Barnie F. Winkelman"
431,"Emma Mclaughlin,Nicola Kraus"
432,Paul Jennings
433,Mark E. Neely Jr.
434,"Stephen J. Weininger,Frank R. Stermitz"
435,Larry Katzenstein
436,David Steinman
437,Alfie Kohn
438,Paula Polk Lillard
439,David Lewis
440,Billie Livingston
441,Adele Lang
442,Jen Banbury
443,Patricia Daniels Cornwell
444,Catherine Coulter
445,Dominick Dunne
446,Clive Cussler
447,John Pascal
448,"Carl Hiaasen,Diane Stevenson"
449,Jonathan Safran Foer
450,Francesca Marciano
451,Julia Glass
452,Tawni O'Dell
453,Jennifer Weiner
454,Danielle Steel
455,Leon Hale
456,Russell Banks
457,Samuel Taylor Coleridge
458,"BRADLEY P WARSHAUER,Bradley P. Warshauer"
459,Bobbie Ann Mason
460,Karen Robards
461,Emma Lathen
462,Faye Kellerman
463,Jacquelyn Mitchard
464,Diane Mott Davidson
465,Candace Bushnell
466,Kristin Hannah
467,Michael Marshall
468,Allen Widome
469,Wilbur Smith
470,"Mike Thaler,Jared Lee"
471,Michael Slade
472,"John Sandford,John Camp"
473,Tami Hoag
474,Ted Dekker
475,Angela Hunt
476,C. S. Lewis
477,C. S Lewis
478,Will Eisner
479,Robin Cook
480,E. Lynn Harris
481,Linda Goodman
482,Anne Rice
483,Judith Rossner
484,Marilyn French
485,Wayne W. Dyer
486,Armistead Maupin
487,Julie Morgenstern
488,Peter Straub
489,"James Maybrick,Shirley Harrison"
490,Barbara Taylor Bradford
491,Lisa Jackson
492,Sharyn McCrumb
493,Cokie Roberts
494,"Shana Corey,Mark Teague"
495,"Jesse S. Ostrow,Charles Shaw"
496,"Justine Korman,Bill Langley,Ron Dias,Walt Disney P"
497,Patricia Reilly Giff
498,Beverly Cleary
499,K.A. Applegate
500,"Jane Yolen,Mark Teague"
501,Golden Books
502,Marvin Miller
503,Craig Boldman
504,"H. G. Wells,Raymond James,Jim Deal"
505,Bobbie Kalman
506,Mercedes Lackey
507,Dorothy Gilman
508,MoveOn.org
509,Christopher Finch
510,Charles Frazier
511,Julia Spencer-Fleming
512,Fannie Flagg
513,Laura Ingall Wilder
514,"Frank McCourt,Brooke Zimmer,John Fontana"
515,Lisa Gardner
516,"Beverly Cleary,Tracy Dockray"
517,Gertrude Chandler Warner
518,Lynn S. Hightower
519,Eric Schlosser
520,Suzanne Brockmann
521,Gail Carson Levine
522,Frances Kuffel
523,Susan Conant
524,David Schickler
525,Judith McNaught
526,JANET EVANOVICH
527,Sylvia Plath
528,Ilona Koidahl
529,Fern Michaels
530,Betsy Byars
531,Bruce Sterling
532,Sarah Ban Breathnach
533,Alice Hoffman
534,Lisa Scottoline
535,"Spencer Johnson,Kenneth Blanchard"
536,"David Feldman,Kas Schwan"
537,Richard Bausch
538,Katie Fforde
539,James Burke
540,Bliss Broyard
541,Sara Paretsky
542,Charles Webb
543,Elizabeth Benedict
544,Stanley Morison; Brooke Crutchley (editor); Mike P
545,Henry Miller
546,David Whyte
547,"Thomas Cummings,Warren Bennis,Gretchen M. Spreitze"
548,Martha Beck
549,Desmond Tutu
550,"Clayborne Carson,Kris Shepard,Andrew Young"
551,"Jack Kerouac,Ann Charters"
552,"Martin Buber,Walter Kaufmann"
553,"Niccolò Machiavelli,N. H. Thompson"
554,Paul Monette
555,Ernest Hemingway
556,Melody Carlson
557,Alisa Kwitney
558,Billie Letts
559,Melissa Bank
560,"Rena Kornreich Gelissen,Heather Dune Macadam"
561,Moon Unit Zappa
562,Ted Mooney
563,Susan Wiggs
564,Gwyn Hyman Rubio
565,Elisabeth Robinson
566,Audrey Niffenegger
567,Tim Farrington
568,Chaim Potok
569,Scott Spencer
570,V. S. Naipaul
571,"Jean Giono,Anne-Marie Marina-Médiavilla"
572,"Alain-Fournier,Daniel Leuwers"
573,"Erich Maria Remarque,Alzir Hella,Olivier Bournac"
574,Roy Lewis
575,René Barjavel
576,"Alexandra David-Néel,Alexandra David-Néel"
577,"Charles Baudelaire,Marie-Jeanne Durry,Yves Florenn"
578,"Ray Bradbury,Jacques Chambon,Henri Robillot"
579,Radiguet
580,"Emile Zola,Henri Mitterand"
581,"Jean Giono,Willi Glasauer"
582,Louis Pergaud
583,Collectif
584,Robert A. (Anson) Heinlein
585,Sten Nadolny
586,"Cheryl Benard,Edit Schlaffer"
587,Christa Wichterich
588,John Blofeld
589,Christine Obbo
590,Peter B Heim
591,Hera Lind
592,"Arundhati Roy,Anette Grube"
593,Jane Hamilton
594,Jack Higgins
595,Max Allan Collins
596,David Guterson
597,"Bernhard Schlink,Carol Brown Janeway"
598,Eric Jerome Dickey
599,Patricia Gaffney
600,Richard Paul Evans
601,Marc Levy
602,Laney Katz Becker
603,Vladimir Nabokov
604,Jennifer Lauck
605,Joe Keenan
606,Jeanne Ray
607,Tony Parsons
608,Jane McCafferty
609,"Laura Esquivel,Cathleen Toelke,Carol &amp; Thomas"
610,J.R.R. Tolkien
611,Venise Berry
612,Jan Karon
613,Cormac McCarthy
614,"Mary Higgins Clark,Carol Higgins Clark"
615,"James Patterson,Andrew Gross"
616,Travis Thrasher
617,"John McEnroe,John Kaplan"
618,Sally Mandel
619,Linda Lay Shuler
620,Janet Dailey
621,"Claude Lanzmann,Simone De Beauvoir"
622,"Lemony Snicket,Brett Helquist"
623,Matthew Thomas
624,"Boris Vian,Noël Arnaud"
625,"Gabriel Garcia Marquez,Claude Couffon"
626,Luis Sepulveda
627,Hubert Selby
628,Jacob Weisberg
629,David Lodge
630,Lily Seafield
631,Philip Ardagh
632,Iain Banks
633,David Crombie
634,John Steinbeck
635,Michael O'Mara
636,Richard Brassey
637,"William Vance,Jean Van Hamme"
638,R. W. Holder
639,From The Editors Of Southwater
640,Bernard Werber
641,Andy Sloss
642,"Allan Zola Kronzek,Elizabeth Kronzek"
643,Charles L Squire
644,Gordon Jarvie
645,Boris Vian
646,Alan Spence
647,"Helene Siegel,Karen Gillingham"
648,A A Milne
649,A. A. Milne
650,Eric Thompson
651,Elizabeth Strout
652,David Sedaris
653,Leslie Feinberg
654,Chris Anne Wolfe
655,Lauren Sanders
656,Gael Baudino
657,Lauren Maddison
658,Carol Anshaw
659,Jean Stewart
660,Emma Donoghue
661,Deborah E. McDowell
662,Karen X. Tulchinsky
663,Jill Thompson
664,Jody Seay
665,Manda Scott
666,Jeff Foxworthy
667,Terry Brooks
668,A.C. Crispin
669,Madelyn Arnold
670,Tamora Pierce
671,Carolyn Chute
672,Sara Orwig
673,Melisa Michaels
674,Isobel Bird
675,"Frederik Pohl,C. M. Kornbluth"
676,Vonda McIntyre
677,John Varley
678,Nancy Garden
679,Nicola Griffith
680,Julie Campbell
681,Lee Smith
682,Jacqueline Woodson
683,Pat Summitt
684,Richard Belzer
685,Nick Hornby
686,Colleen McCullough
687,Andrew L Johnson
688,Marian Babson
689,"Kathleen O'Neal Gear,W. Michael Gear"
690,Paul Phifer
691,Peter Hoeg
692,Erma Bombeck
693,John Mortimer
694,E.L. Doctorow
695,Simon Schama
696,Frank Waters
697,Karen Hesse
698,"Kenneth Oppel,S.D. Schindler"
699,"Carol Ryrie Brink,Richard Mantel"
700,K. A. Applegate
701,"C. S. Lewis,Pauline Baynes"
702,Shelly Roberts
703,Diane Duane
704,Carolee Brockman
705,Rachel Roberts
706,"Shelley Roberts,Rachel Roberts"
707,Lensey Namioka
708,Jackie Eileen Behrend
709,"Andrew Clements,Brian Selznick"
710,Lois Lowry
711,"Brother Yun,Paul Hattaway"
712,Katherine Khodorowsky
713,Milena Moser
714,Patricia Highsmith
715,"Ken Follett,Gabriele Conrad,Lore Straßl"
716,"Ken Follett,Jürgen Speh,Till R. Lohmeyer,Gabriele"
717,Stephen R. Donaldson
718,Bernhard Schlink
719,"Ellen Rimbauer,Joyce Reardon,Stephen King"
720,"Todd Herzog,Sander Gilman"
721,John Borneman
722,Robert S. McElvaine
723,Bram Stoker
724,Michael A. Stackpole
725,Langston Hughes
726,Carol Matthews
727,Carole Matthews
728,"Jacqueline L. Tobin,Raymond G. Dobard,Maude S. Wah"
729,Marion Zimmer Bradley
730,Andrei Codrescu
731,Carolyne Aarsen
732,Jack Chapman
733,Anthony J Alessandra
734,Charles R Swindoll
735,Orson Scott Card
736,"V. A. Howard,J. H. Barton"
737,"Tom Clancy,Steve Pieczenik"
738,Walter P. Wilson
739,"Bruce Fries,Marty Fries"
740,Rush Limbaugh
741,Anne Dingus
742,Kate Chopin
743,"Kirk Kazanjian,Kirk Kazanjian"
744,Donald Merriam Allen
745,"William R. Maples,Michael Browning"
746,Carl Hausman
747,Richard Peck
748,Michael Connelly
749,John Lescroart
750,John Jakes
751,Alice McDermott
752,Hilary Bailey
753,Howard Fast
754,"Jessica Fletcher,Donald Bain"
755,Eileen Goudge
756,Arnette Lamb
757,"Piers Anthony,Piers A. Jacob"
758,"Anne Rice,Michael Schulte"
759,Walter Cronkite
760,Tom Mula
761,Lois Faye Dyer
762,Sharon Lamb
763,Sir Arthur Conan Doyle
764,Agatha Christie
765,Mark Cohen
766,"Sherry Shahan,Betsy Haynes"
767,Helen R. Myers
768,Della Rowland
769,Irving Adler
770,Elizabeth Peters
771,Shirlee Busbee
772,Emily Brontë
773,Frank Peretti
774,John A. Keel
775,Jan Gabriel
776,Rebecca Winters
777,Meg Cabot
778,Tanith Lee
779,Cathy Thacker
780,Richard Burton
781,Jeffrey Eugenides
782,Beverly Hastings
783,"Savinien Cyrano De Bergerac,G. Strachan"
784,James C. Robertson
785,Teresa Southwick
786,"Kate Chopin,Barbara H. Solomon"
787,Judith Guest
788,Sandra Field
789,Helen Brooks
790,"Blanche Fisher Wright,Blanche Fish Wright"
791,George Gately
792,Dean R. Koontz
793,James Lee Burke
794,Michael Chabon
795,Barbara Michaels
796,"Norton Juster,Jules Feiffer"
797,Michael Blake
798,John Bellairs
799,Carl Hiaasen
800,Carole Nelson Douglas
801,William Goldman
802,Marc Reisner
803,Mark Bowden
804,Jonathan Pearce
805,Emily Bronte
806,Alain De Botton
807,Chuck Palahniuk
808,E. Annie Proulx
809,Adam Davies
810,Harry M. Walker
811,Nicholas Evans
812,L.M. Montgomery
813,Hermann Vinke
814,David Mitchell
815,Charles Bukowski
816,Jack Kerouac
817,Haruki Murakami
818,"Haruki Murakami,Jay Rubin"
819,"Frances Hodgson Burnett,Gabriela Dellosso"
820,Patricia C. Wrede
821,"Jack London,Alex Kershaw"
822,"Bruce Wilkinson,David Kopp"
823,Malcolm Goodway
824,Ann-Marie MacDonald
825,Linda Howard
826,Sue Miller
827,Sheri S. Tepper
828,"Dr. Seuss,Theodor Seuss Geisel"
829,Tobias Wolff
830,"Isaac Bashevis Singer,Maurice Sendak"
831,Gary Zukav
832,"Alfred H. Kelly,Herman Belz,Winifred A. Harbison"
833,Emile Zola
834,"Plato,John M. Cooper,D. S. Hutchinson,John M. Coop"
835,Jonathan Franzen
836,B Kliban
837,Judy Blunt
838,William Trevor
839,Alice Walker
840,Stephen Gazi
841,Wallace Stegner
842,Don DeLillo
843,Ralph Ellison
844,"Shel Silverstein,Shel Silverstein"
845,Jhumpa Lahiri
846,"Liz Trigg,Tessa Evelegh,Stewart Walton,Sally Walto"
847,Charles Sullivan
848,Tom Robbins
849,Ursula Hegi
850,"Samuel Richardson,George Sherburn"
851,Valerie Martin
852,Gill Farrer-Halls
853,"John Mordock,Myron Korach"
854,Susan Bowes
855,Diana Gabaldon
856,Zadie Smith
857,Natalie Goldberg
858,Sue Grafton
859,William J. Kennedy
860,Bob Shacochis
861,Randy Alcorn
862,"Nancy Cobb,Connie Grigsby"
863,"Margriet De Moor,Helga Van Beuningen"
864,Dale Carnegie
865,Clifford Stoll
866,Sandra Cisneros
867,Gary Paulsen
868,"Marguerite Henry,Wesley Dennis"
869,Sherry Garland
870,"Carl Sagan,Ann Druyan"
871,Kimberly Kirberger
872,Ariella Papa
873,Michael J. Rosen
874,"Dawn Chipman,Pamela Nelson,Mari Florence,Naomi Wax"
875,Shannon Olson
876,Naylor
877,Mary Wollstonecraft Shelley
878,Karen Stolz
879,Clare Naylor
880,Stephen Chbosky
881,"Margaret Weis,Tracy Hickman"
882,Ivan Doig
883,"Isabel Allende,Margaret Sayers Peden"
884,Sylvia Nasar
885,Ha Jin
886,Elizabeth Laird
887,Harlan Ellison
888,"Isabel Allende,Margaret Sayers Peden From The Span"
889,"David M. Gitlitz,Dr. Linda Kay Davidson"
890,Wolfgang Hohlbein
891,Christoph Hein
892,Gaby Hauptmann
893,Carolyn See
894,Christa Wolf
895,Thomas Brussig
896,Piers Vitebsky
897,Christopher A. Weidner
898,Robert Silverberg
899,"Jostein Gaarder,Gabriele Haefs"
900,"J.R.R. Tolkien,Christopher Tolkien"
901,H.P. Lovecraft
902,Pamela Grim
903,Arthur C. Clarke
904,Jay Bennett
905,J. Applegate
906,Michael J. Straczynski
907,John Myers Myers
908,Reay Tannahill
909,Jack Whyte
910,STEPHEN R. DONALDSON
911,Peter Matthiessen
912,Paul Kent
913,"Robin McKinley,Patricia McKillip,Joan Vinge,James"
914,"Hank Whittemore,Caroline Hebard"
915,Ellyn Satter
916,Bill Brittain
917,August Wilson
918,Marilynne Robinson
919,Sigrid Nunez
920,Paul Auster
921,Amanda Scott
922,John Fowles
923,Fodor's
924,A'Lelia Bundles
925,Dorothy L. Sayers
926,Jude Deveraux
927,Anne Morrow Lindbergh
928,Laurie R. King
929,Jeanne DuPrau
930,Louise Erdrich
931,Melinda Haynes
932,"Belle Yang,Amy Tan"
933,Carol Shields
934,Tim Powers
935,Jean Lorrah
936,Oscar Wilde
937,"Samuel Taylor Coleridge,John Beer"
938,"Paulo Coelho,Cordula Swoboda Herzog"
939,Barbara Erskine
940,Annegrit Arens
941,"Nicholas Sparks,Susanne Höbel"
942,Hans J. Alpers
943,Jerome D. Salinger
944,Hermann Hesse
945,"Claudia Von Zglinicki,Thorsten Futh"
946,"Linda Lael Miller,Anna Jennet,Elaine Crawford,Dian"
947,Jane Feather
948,William R. Forstchen
949,Spider Robinson
950,Dennis L. McKiernan
951,Rush
952,Lionel Fenn
953,Carole Halston
954,Christine Rimmer
955,BJ James
956,Truman Capote
957,"Beth Nimmo,Darrell Scott,Steve Rabey"
958,"Johann Wolfgang Von Goethe,Michael Hulse,Michael H"
959,Thomas Elsaesser
960,Adrian Plass
961,"Adrian Plass,Bridget Plass"
962,Frank Mccourt
963,Stephen Quirke
964,James Herbert
965,William Sutcliffe
966,"JANOSCH,JANOSCH"
967,"Jean De Brunhoff,Jean DeBrunhoff"
968,Philippe Fix
969,Claudia Keller
970,"F. Paul Wilson,Wulf Bergner"
971,"Arnold A. Lazarus,Clifford N. Lazarus,Christoph Tr"
972,"Clarissa Pinkola Estés,Mascha Rabben"
973,"Virginia Allen Jensen,Dorcas Woodbury Haller"
974,JANOSCH
975,Janosch
976,"John Paul Allen,Alan M. Clark"
977,Christopher Moore
978,Hubert Jr Selby
979,G. B. Trudeau
980,Gary Larson
981,Garrison Keillor
982,Berke Breathed
983,Barbara Ann Kipfer
984,Stephen Fried
985,George Stephanopoulos
986,Rita Mae Brown
987,"Louisa May Alcott,Elaine Showalter,Elaine Showalte"
988,"Cornelia Funke,Oliver Latsch"
989,"Stan Lee,J Kirby"
990,Camille Paglia
991,James Kahn
992,"Louisa May Alcott,Devra Newberger Speregen,Richard"
993,James McBride
994,"Louis Sachar,Adam Mccauley"
995,ANNE MCCAFFREY
996,Eric Van Lustbader
997,Robert Asprin
998,"Anne Frank,B.M. Mooyaart,Eleanor Roosevelt"
999,Marshall Govindan
1000,Nomi Eve
1001,Bruce Catton
1002,William Gibson
1003,Clement Eaton
1004,H.G. Wells
1005,"Terry Brooks,Darrell K. Sweet"
1006,Judy Collins
1007,Oliver Sacks
1008,Annette Broadrick
1009,Rachel Cohn
1010,Carolyn Keene
1011,Rachel Naomi Remen
1012,Jayne Ann Krentz
1013,Joan Smith
1014,"Kaye Gibbons,Kaye Gibbons"
1015,Bryn C. Collins
1016,"Peter Jennings,Todd Brewster"
1017,Eliza Osborne
1018,Howard Norman
