ISBN10,Author_id
0451526341,238
0486415864,239
0553280589,240
0571197639,39
0670035262,241
0679423079,239
0679751343,232
0684833395,242
0743245024,243
0749748001,244
0749748028,244
0963094424,245
1401201172,246
1563892278,247
1563898586,248
156971620X,249
1592571301,250
0374270325,251
0375719180,252
0440235502,253
044023722X,19
1573225487,254
1853260673,66
0060977477,255
0345391691,256
0520011171,257
0553278746,258
0670856045,259
0872200760,260
0937858994,261
0671649949,262
0590431110,263
0064470113,264
0553571486,265
0972044205,266
0312963009,267
0345430476,268
0345435869,269
0380728729,270
038081840X,271
0449912302,272
055329198X,273
0671018930,274
0812541642,275
0312988699,276
0486282112,277
0670815373,278
0385313748,279
1575843366,280
0684193957,46
0345371984,281
0380730138,282
1573228737,283
9681500555,284
0380711109,285
0452283914,286
0425120279,117
067153484X,287
0380728273,288
0446606197,289
0771076002,290
0771088191,291
1559703237,292
3596214629,293
0062770500,294
0671847546,295
0060188731,296
0140374248,297
0142001740,298
0195086295,299
0312995423,107
0380704587,300
0380815923,301
0385416342,19
0385418493,302
038542471X,19
0425098109,303
0449005410,304
0449202631,305
0449207544,305
0515128554,306
0517577402,146
0590450875,307
0590481371,308
067103619X,309
0684177730,310
0684180200,311
0743411269,309
0743470389,312
076218857X,313
0767905938,314
0800706544,315
0801096677,316
0849953014,317
0891091963,318
0915811537,319
0927545373,320
1575024179,321
1880185008,322
0140345809,323
0156528207,324
0380012863,325
0451154916,326
0785815147,327
0875421288,328
1567184294,329
156718796X,330
1862047626,331
0020437501,332
0198320264,333
0373196989,334
0373245580,335
0451527747,336
0671867113,45
0812504208,337
0060173289,122
0060973897,338
006101351X,255
0140104682,339
0312143370,340
0316666343,341
039456894X,342
0440224675,343
0449002632,344
0449213773,345
0452279690,346
0553569058,345
0679427430,347
0679725393,348
0802114369,349
0803233019,350
0819154946,351
0897322339,352
0940322978,353
1573225126,354
1579651658,355
1878424319,356
0600586898,357
1853260622,358
1857938011,359
0060804157,360
0140382658,361
0152012966,362
0312283784,363
0345297709,156
0345313097,156
0345335465,364
0345416848,365
0385333404,366
044021145X,19
0449212084,367
0553582682,368
0590947257,369
074345829X,370
0786913878,371
0801491827,372
0816729913,373
0843136685,374
0866119531,375
0866119566,376
0870441663,377
1561561428,378
0553210092,379
0553258524,364
0688163726,278
1569471096,380
055358099X,381
0316168815,341
014023828X,382
0316314927,383
0345424719,292
0375414746,384
0375726403,385
0385503857,345
0425156842,386
0440226104,387
0452277337,388
0553802488,44
0671021001,389
0767903579,390
0805063897,391
0679777431,392
0553285343,393
0486285529,394
0671002481,149
0812523385,395
0895774666,396
0020199090,397
0385495145,398
0679733825,399
0842329129,50
0345451260,400
0740700235,401
0380973545,402
0393321576,403
0743424425,114
0786868015,404
0446610178,405
0684854953,406
0743229878,45
0380617625,407
0380732335,408
0385337132,409
0440235057,410
0445402040,410
0618119760,411
0871138646,412
0026329859,413
0060621257,414
0060915544,39
0060917016,39
0060925000,415
0060932759,240
0061000280,123
0192815318,416
0312195516,417
0380792664,418
0393048977,419
0399137807,153
039914739X,46
0451203046,48
0451410556,420
0451523318,421
0486281965,422
0486292940,423
051762639X,424
0684824442,348
0743458303,425
081296666X,426
0819215635,427
0880011025,428
1561011525,429
1877727083,430
0486206173,431
0312278586,432
0140370900,433
0674511255,434
0030096189,435
0312965745,436
0345374657,437
0395710901,438
080521061X,439
0823032612,440
0679310002,441
0312288115,442
0316171107,443
0380710218,444
0515118656,445
0553289063,446
0671000306,447
0671673688,45
1561672033,448
0425178242,449
0618173870,450
0156027321,211
0375403582,451
0385721420,452
0451202341,453
0743418190,454
0385335407,455
0965746828,456
0060923245,457
0486272664,458
0786015276,459
0060913509,460
0553272837,306
0440225078,461
0312145543,462
0425181111,44
0380732688,463
0140286276,464
0373484100,306
0449907481,304
0553107305,465
080213825X,466
0515127833,306
0345441133,467
0515134279,468
0945586051,469
0385490992,19
0385424728,19
0312980388,470
0590419625,471
0385472951,19
0451195663,472
0425182878,473
0553564528,474
055356451X,474
0743412621,45
0849943728,475
0849943450,476
084994371X,475
0590406019,477
0020442408,478
0553225987,479
042517736X,480
0671868713,110
038549825X,481
0553202294,482
0345313860,483
0345369947,483
067170124X,484
0345353625,485
0308102282,486
006017143X,487
0805056491,488
0679401377,489
1562827049,490
0385306032,455
0816152446,491
0821772953,492
0345379454,493
0553576925,132
0743206053,45
0688169678,494
0439319552,495
0590870157,496
0307001164,497
0440441501,498
0590687301,499
0439061644,500
0439569842,501
0307118703,502
0590418858,503
030720152X,504
0816728739,505
0865050880,506
0812519655,507
0812524853,507
0449211770,508
193072229X,509
0812521129,507
0345251733,510
1400077826,511
0312995431,512
0312312628,512
0446394521,513
0590021117,514
068484267X,515
0553578693,516
0380709260,517
0807565288,518
0312986769,512
0345413377,73
0345413369,73
0679893105,73
0061096091,519
0345369068,493
0451184718,493
0449209121,508
0060938455,520
080411952X,521
0060575808,522
0060558865,522
0767912918,523
0553298860,524
0385335679,525
0440122090,48
0671525832,526
0553279572,157
0061009059,527
0060930187,528
0516076272,529
0679450432,183
0821775863,530
0821770209,530
0670855758,531
0553562819,532
0446364193,182
0446519138,533
0425179672,534
0061042943,535
0399144463,536
0965404560,126
006015781X,537
0060930705,538
0312206763,539
0316116025,540
0156013967,541
0385314019,542
0743444167,543
0618231617,544
1567920047,545
0811203220,546
1573229148,547
0787955671,548
0425174484,549
0385496907,550
0446523992,551
0140185216,552
0684717255,553
0486272745,554
0062507249,555
0684801221,556
1576737357,557
0060083298,558
0446672211,559
0140293248,560
0807070718,561
0743213831,562
0345305477,563
0061080519,564
0142000205,565
0316735027,566
193156146X,567
015600710X,109
0062517856,568
0679767789,36
0449911683,569
0425169626,570
0449207757,569
0449245691,569
0140029400,571
0140021566,571
2253004022,572
2253005274,573
225300670X,574
2266084372,575
2070362388,576
2266029460,577
2253007102,578
2070417743,579
2266033689,580
2070384349,581
207053880X,582
2070334368,583
2290314951,584
229000510X,585
3492207006,586
3499177757,587
3889774016,588
3502670005,589
0905762487,590
3499222604,588
3746670055,591
0140620427,41
3596144434,592
3442724686,593
0385504209,107
0446525502,196
0385500769,594
0399147012,595
0670892963,150
0688180639,282
0316789089,109
0451197275,596
0425184129,272
0151001006,597
0385505833,19
0679442790,598
0525943862,599
0609605925,467
0060191929,600
0743206045,45
0684864843,309
0684867818,601
0743406176,602
0380978539,603
0679603352,292
0679410430,604
0446523569,196
0671042556,605
0679450440,183
0140107649,606
0609606727,607
0446527793,196
0446531332,196
1570717257,608
0060192631,609
0385420161,610
0345339711,611
052594463X,612
039304016X,255
0399147128,306
0670031046,613
0394574745,614
0316969443,182
0743230051,615
0316693200,616
0684868911,601
0842336214,617
0399148582,618
0684864320,309
0525944834,599
0345428900,619
0451176812,620
0671525794,112
0718144538,305
0446602086,621
0394551427,622
0064407667,623
0007100221,624
2253148539,625
2253043974,626
2020315491,627
0747549923,628
0743462335,629
0140253580,630
0947782141,631
057120354X,632
0349101779,633
0743222229,629
185479549X,634
0140292918,635
1854795554,636
1858813093,637
2871290911,638
0198604025,639
1842151053,640
2253063339,641
1860198597,642
0767908473,643
1842040154,644
0140622063,645
0571209521,632
2264009306,646
1841952931,647
0890877564,648
1405200677,649
0416196772,650
0747538069,651
0375501347,652
0060927240,457
0316776963,653
156341029X,654
0060934719,245
1886383421,655
1888451084,656
0451450256,657
1555835953,658
0395877563,659
0962893862,660
1555834531,661
0393318435,662
0889740828,663
1563410443,346
1563899388,664
1563411148,665
0553579681,666
0553579673,666
0451181379,44
0786889160,667
0345370740,668
0553574175,669
0553574167,669
0553574159,669
0312287240,670
0679801146,671
0446300101,672
0821750410,673
0425142485,44
0451456548,674
0060006048,675
0312906552,676
0440117291,677
0425049981,678
0374386676,679
0786886463,312
0345395379,680
0380788497,141
0307215342,681
0374343381,679
0345403339,682
0440226694,683
0440219604,683
0767903285,684
0345429176,685
038529929X,343
1573229571,686
0345418778,146
0517201658,687
0743211383,114
039914370X,279
1884777805,688
0312977905,689
0812521331,690
0451205421,44
0894342789,691
0440218535,692
0449207595,693
0670844594,694
039457513X,695
0394559487,696
0804001944,697
0590897985,698
0689832877,699
0689829698,700
0439042917,701
0064409457,702
0064405052,702
043922165X,703
0152162445,704
0152162577,704
015216250X,704
1562477528,705
0439221676,706
0439221684,707
0439221714,706
0439221706,706
0439221730,706
0440415993,708
0895872102,709
068983585X,710
0345391802,146
0440219078,711
185424597X,712
2080105434,713
349913358X,714
3257201761,715
3404121686,716
3404118960,717
0345356578,718
0345346971,718
0753804700,719
0451155750,114
0786890436,720
0415928087,721
0521427150,722
0812923278,723
0884111342,724
0345428544,725
0671694049,146
080901582X,726
0449006557,207
0373250339,727
0380820447,728
0385497679,729
0451454243,730
0941423042,731
0373871562,732
0553101439,84
0898151910,733
0835949362,734
0880701102,735
039914563X,117
0312853238,736
0688048730,737
0425161722,738
0385493800,19
0849916399,739
1928791107,740
067175145X,741
0440211727,19
0877192820,742
0380002450,743
0793133955,744
0394178017,745
0425134350,117
0385479689,746
0380754851,747
0380538504,748
044661162X,749
0671742566,526
0515122408,153
0440222818,750
0451204050,751
038533334X,752
0449131548,753
0440120470,754
0451188209,755
0440130913,191
0449001954,367
0345404777,183
0451185277,756
0440224829,455
0671779338,757
0515134368,445
0380759497,758
3442098424,759
0394578791,760
1558505377,761
0373245696,762
0743201078,763
068983571X,764
0553256785,765
0892967994,766
0061064505,767
1551668785,768
0836230868,769
0381999866,770
0380817144,771
0380752115,772
0553212583,773
0446364762,405
0425166619,480
061312975X,774
0765341972,775
0590514776,776
0373037430,777
0064472779,778
0553581279,779
0373750013,780
0393030342,781
0553561618,474
0312422156,782
0425139069,783
0450029956,784
0130139165,785
0373196741,786
0451524489,787
0140065172,788
044022165X,19
0373123485,789
0373123108,790
0590225170,791
0399143165,480
044132231X,792
0425124347,793
0786889705,794
0312282990,795
0425137945,796
042512892X,796
0425113892,796
0394820371,797
0449134482,798
014036336X,799
0375821813,800
0812516826,801
0345348036,802
0679420118,803
0871137380,804
0741409690,805
0741407213,805
0759612277,805
0741402858,805
1585007366,805
074141127X,805
0741403471,805
0741403781,805
0741403056,805
0741405784,805
0741402912,805
0553568760,201
034538184X,183
0140620125,806
0140620109,41
0375420827,807
0671745530,146
0805062971,808
0553211412,806
0671510053,809
1573229385,810
0945397410,811
0385334036,812
0060914653,179
0345347536,156
055321313X,813
3473540420,814
0375507256,815
0060529709,450
0876850867,816
0140274154,817
0679743464,818
0375704027,819
0874067391,820
0590484753,821
0451527038,822
1590520777,823
0590484672,821
0975311255,824
0743237188,825
0553586122,106
0553584510,516
0345341201,530
1551662744,826
0440175623,191
0440216842,191
0345443284,827
0553285653,828
0394800133,829
0060972777,830
0064401472,831
0156001942,54
055326382X,832
0345418018,292
0684801469,556
0393961192,833
9997522052,834
0872203492,835
0312420145,836
0911104542,837
0375401318,838
0140253602,839
0671789422,840
1566193966,841
014016930X,842
0140077022,843
0679732764,844
0553273604,240
0553273914,240
0060256672,845
039592720X,846
1859671500,847
0810935627,848
0060928336,122
0671003755,389
0553268449,849
0684844729,850
0395051649,851
0375705228,852
038001503X,121
0835607860,853
158574218X,854
0806996021,855
0440215625,856
0316777730,653
0375501851,857
0877733759,858
0805019367,859
0140070206,860
0140236589,861
0140042393,635
1590520653,862
1590521994,863
3446202218,864
3499134446,487
067142517X,865
0671726889,866
0446601241,182
0451124340,114
0345384466,483
0446604801,182
0345422392,483
0679734775,867
0440414717,868
0689715625,869
0812539389,779
0152013369,870
0425124819,796
0345409469,871
1558747346,872
0373250177,873
0763615382,874
0965975401,875
0141001771,876
068930935X,877
0451523369,878
0786884622,879
0449005569,880
0671027344,881
0786927089,882
0684831058,883
006019491X,884
0684819066,885
0375420673,886
0140368558,887
0395353416,888
0066211611,889
0312254164,890
3453147243,891
3746611229,892
3492229336,893
3453177800,894
3423009152,895
3596133319,896
3822813397,897
3426871874,898
3453171977,899
3423620005,900
034537522X,611
0345375211,901
034545829X,902
0140042520,817
0380789035,245
0446677574,903
0345358791,904
0060964049,487
0380558483,905
1558171398,906
0425121046,907
0441317502,908
0804102279,909
0812551389,910
0345298985,911
0345316991,718
034531042X,718
0345310306,718
0345310292,718
034531011X,718
0679734058,912
0451130448,595
0553266500,913
0440206154,343
0345370775,28
0441366945,914
0553574833,915
0915950839,916
0060242388,917
0452265347,918
0743457943,530
0373484224,306
0553205757,919
0060171510,920
0312421001,921
0786000988,922
0380789019,245
0451135989,923
0380018179,687
0679004785,924
0684825821,925
0517395754,926
067101420X,927
0679457313,180
0394557433,928
0553571656,929
0312169787,417
0942257324,930
0805008950,931
0786866276,932
0151000638,933
0140266771,934
015644450X,840
0679723420,604
0441004016,935
0671500546,936
0140620338,937
0460878263,938
3257061269,939
3453210999,940
3404126661,941
3453177622,942
3453863593,943
3499108518,944
3518367064,945
3453199766,881
3746670144,946
3453088433,891
0425137015,947
0553572490,948
0553576976,84
0451450604,949
0441001335,950
0451454677,951
0373257074,952
0441435351,953
0373092237,954
0373057296,955
0373058446,956
0349103232,633
0571197779,179
0679745653,957
0571200389,415
0785268480,958
014044503X,959
0851707777,960
0006276199,961
0551031123,961
0551030682,961
0551032510,962
000649840X,963
0140431268,66
0099771519,185
0486265862,964
067102535X,110
0876855575,816
0330376136,965
0140272658,966
3407780028,967
3407780117,967
3257250398,968
3257250053,968
3257250460,969
3442435951,970
3442435838,971
3608919724,972
3453132262,973
379411664X,974
340780573X,975
3407805853,976
0385720920,808
0385498721,808
0972948503,977
0380813815,978
2070372294,60
2264030542,979
0030615321,980
0836217632,981
0140099832,982
0385314744,213
0316107417,983
0894803700,984
0449221164,305
0553801031,985
0590457225,821
0316929190,986
0553052845,987
0140390693,988
0439404371,989
0939766027,990
0679741011,991
0345307674,992
0425071421,72
0345297687,364
0766607119,993
1573225789,994
0380754843,995
0345368940,364
0345331605,996
0425050807,997
044100962X,998
0553296981,999
1895383129,1000
0375724575,1001
067163884X,1002
0553140434,1003
0029087104,1004
0425050750,1005
0345285549,1006
0345290240,668
0345301870,156
0451169530,114
067168390X,58
0385335881,234
0385335482,234
0553258001,292
0671679627,1007
0375704043,1008
0373871279,732
0373484070,1009
0805063889,391
068986020X,1010
0671568809,1011
1573228567,1012
0553582658,381
051513399X,1013
0373218400,306
0449217868,1014
0671573020,1015
0517006456,1016
0786867086,1017
1569471800,1018
0374216495,1019
0312274572,1020
0316825336,1021
0871137631,1022
0679419152,1023
0060192895,123
0826308791,1024
0140259198,1025
0345435249,1026
0441003257,1027
0451202503,493
0446606812,196
0671028375,1028
0451181468,1029
0399149759,288
0345384733,1030
0671759361,1031
0830724982,1032
0399146008,480
3442720001,1033
0515132632,1034
044990671X,1035
0688124402,1036
0929587081,1037
155970117X,1038
0688105408,1039
0871130297,1040
0440500095,1041
1570362084,1042
0060930535,39
0375702709,1043
044990928X,1044
0671038184,1045
0060916508,1046
0756401453,1047
0963270702,1048
0399242562,1049
0552996009,1050
0708881297,1051
0142000663,635
0590542443,73
0590112899,73
0590660543,73
0345361792,292
0552999512,1052
041619513X,1053
0855030224,1054
0861638522,1055
0575073314,1056
0575073004,1056
0394404289,1057
000636988X,1058
1578562333,1059
0345458915,1060
038531258X,1061
006092988X,142
0140317937,1062
0743225406,1063
0553256696,1064
0785263780,1065
0802433243,1066
0375413081,36
1400034779,1067
038533303X,1068
0451163753,923
0440414520,1069
0786885688,1070
0671880187,1071
1558506454,1072
0895773538,1073
0385247745,1074
0385293542,191
0802069347,1075
0671721038,1076
0671311891,1077
0345387007,668
037570504X,1078
0767902521,1050
0892967048,1079
0553377868,1080
0472113658,1081
0609608444,1082
0670032425,1083
0915811332,1084
1558744606,15
080410753X,6
0451526503,337
0345325818,611
044023767X,1085
014131088X,1086
043909013X,1087
0140244824,1088
155643068X,1089
096478260X,1090
155643152X,1089
0553346768,1091
0884043142,1092
0743221990,1093
0312983212,1094
0553486411,1095
3478088534,1096
3821807059,1097
0865532168,1098
059040640X,1099
1566197155,1100
0805210318,1101
031227999X,1102
0385508417,19
0385510438,19
0848705459,1103
0380723638,288
0718001044,1104
0307132668,1105
0812515722,1106
0373169876,1107
0890842795,1108
0385324057,1109
9505470010,157
0609602535,1110
0425185710,447
0061030651,1111
0425178773,595
0553575619,1112
0671578391,1113
0425095584,1114
0451409086,1115
031298250X,1094
006109594X,1111
0671527215,146
0486203077,1116
0671522817,1117
0618074716,1118
1400062888,1119
0618045996,1120
0312303033,1121
1931520038,1122
0671318314,950
0553377876,849
1558612815,1123
014025448X,613
0060934417,296
0671793489,45
0174434642,1124
0679772677,1125
0312983824,87
0449149676,467
0449006344,467
0553568183,381
0451191153,1126
0440224624,812
0451523067,1127
0743418174,454
0451526295,237
0440214424,410
0451187903,237
0385491050,345
0671036505,309
0553213504,1128
0446605891,1129
0394758285,1130
0671004565,45
0345370805,1131
0375703055,1132
0156006529,1133
0446673544,466
0140256369,1134
0312243022,1135
0316789844,109
0679761837,1136
0385490445,345
0380725398,133
0345316770,1137
0375700757,511
0070212570,513
0385480016,1044
0061098361,600
0061093092,1137
0821758950,88
0679729917,1138
0451411013,420
0446611239,1139
0553580078,1140
0425189414,595
0812909372,1141
0451410912,1142
0316781266,109
0486280616,337
0743405978,1143
0671032658,114
0446607835,1144
0451402103,1145
0373250223,1146
0380817683,1147
0671701053,985
0671000381,1148
006101253X,1149
0671689231,1150
0380814021,778
0373711026,1151
0373710992,1152
0373711107,1153
0440217806,1154
0373711123,777
0373711115,1155
0373711131,1156
0061098795,123
0791423549,1157
0375725784,1158
0465016146,1159
0465016103,1159
0373226519,1160
0380012774,937
225313922X,641
0142004030,1161
0452281784,1162
0375704558,1163
038533656X,1164
0743230213,1165
0345436911,1166
0452284481,388
0802135196,1167
0440217520,542
0373834985,1168
0679450548,1169
0451135555,1170
0345339703,1171
038039586X,1172
0670030643,1161
0060929596,1173
3499232871,1174
0374516901,1175
0440131480,1176
0609600745,1177
0375707425,1178
3453151933,1179
0231105592,1180
0590317822,1181
014056232X,1182
0590447319,1183
0440940001,1184
0440401119,1185
0440203155,1186
0812565959,736
034536628X,1187
0880387483,1188
0880387300,1189
0425163385,1190
0743444051,596
0061056103,1191
0671042262,1093
0425157539,1192
0553585681,132
0553585118,132
0886777690,1193
0743212002,615
3426650754,1194
1854877178,1195
0380803526,1196
0373152655,1197
0451404033,1198
1583140352,1199
1854879073,1200
0821728326,1201
037348397X,306
0380773155,1202
3404100263,93
0679731148,1203
2070417700,1204
2070360075,556
0786889373,1205
2207245810,1206
2207250474,1207
2290331406,1208
2070426815,1206
2290305251,1206
2070364283,635
2266128566,1209
2070363104,1210
2253152277,1211
2207252000,1212
2253170453,480
2723409821,1213
2070415686,1214
2258036992,1206
2207251756,1206
2266000489,576
2070360423,1215
0394822862,1216
0874493803,1217
1569870942,1218
1579730272,1219
0307177092,1220
2253004898,1221
0812094271,1222
0380600129,1223
0451522389,1224
0425169324,1225
082176828X,530
0316693324,182
0553283685,1226
1841215457,1227
0064410358,1228
0007108648,1229
0064472930,675
0590629824,500
0743412273,114
0140089586,694
0316140651,1230
1559277785,1231
0345367898,483
0205280854,1232
0553110721,1233
1558534245,1234
0553580272,1235
1560980087,1236
0679412271,1237
0803281730,1238
0345396529,668
0440455332,1239
1860462995,1240
0679452281,1241
0811807150,1242
0393029190,1243
0385425686,1244
0312169655,1245
0785324712,1246
0449912558,1247
0934257345,1248
0312205872,1249
0670867144,1250
0805051732,1251
0449300021,1252
0684835983,45
0440226430,1109
0385721358,1253
031231616X,1254
0764504509,1255
089480829X,1256
0767912233,1257
0971453217,1258
0971453209,1258
0785268030,1259
0743201736,1260
0894805770,1261
0440177499,1262
0553232053,1263
0312269102,1264
0062502174,1211
0688177751,1265
0345438329,1266
0345401123,1267
1593160151,1268
1593160127,1269
0451209435,1270
1551669501,1271
0375707972,598
0618126988,901
0060094850,1272
0060192305,486
0142000361,1273
0872860175,1274
031219126X,1275
0020518609,556
0345446860,63
0446310492,37
037348285X,1276
0515090506,153
0399145087,46
0812590244,1277
0963641328,1278
1574551108,1279
0879739304,1280
0965712516,1281
0670829943,1282
0060192119,1173
0836218256,1283
0898707129,1284
0805420460,477
0140140352,1048
1575666529,1285
0312990456,1286
0440221102,1287
0316969680,104
0449207463,1288
0689109865,1289
3518368540,1290
0312423209,1291
0141180633,1291
0140283382,1291
0786248688,921
0773762078,1292
0884041093,1092
0884040801,1092
0786887842,1293
0450542912,1294
0192817264,1295
0751522732,1296
0091850401,1297
1853260312,1298
0140016821,1299
0440418569,73
0786014210,1300
0441005667,1301
0553259830,1302
0312965338,1303
1888740051,1304
0061008028,1305
1931646384,1306
0399501487,1307
157566559X,1308
3423125551,900
0060514949,535
0425188361,1309
0066210151,1310
0395177111,1311
0375411992,483
0060287802,1312
3442730066,1313
0394718968,1314
0192820753,1315
0671744003,1316
3596129389,592
0915308789,1317
3423620196,1318
0743203313,1319
0425177173,447
0425172554,1320
0440224764,19
0553572997,1321
034543076X,1322
0380727501,1050
0312423799,1323
0743249887,1324
0316089745,1325
037542217X,1067
0345440773,269
0440208912,191
0061093106,1137
0373218192,306
0515120006,306
0515127396,153
0345433084,1326
0345416260,1327
0385494785,1328
0385486804,1328
0385512104,192
1555973981,1329
0451180208,1330
089587198X,1331
0198811020,1332
0525237704,292
039914255X,1333
0340649763,1334
0440236673,19
0553295071,1335
0316291161,923
0449208397,693
1590171012,1336
0060505273,1337
0752999958,28
0702229962,1338
0679771476,1339
0684848597,1340
031215125X,1341
0064405176,1342
0684821192,1343
0061056871,1344
0590988301,1345
0883659654,1346
0440235162,812
076790382X,1050
0330357808,1347
0425158616,46
0307001385,1348
0595157939,1349
0702231088,1350
0140143599,1351
0062502182,1211
0060175400,39
1573221775,1352
0913367044,1353
1888698357,1354
0913367176,1355
0933121245,1356
0312168144,1357
0451528182,1358
0671537458,1359
0786014741,1360
0517573822,1361
0877732906,1362
0743437810,1093
0385240406,1363
0060116188,1364
0394742591,1365
0517149257,146
0374517886,1366
0850315336,1367
0312964854,1368
0743222008,1093
0684863324,1369
0618127453,1370
0884053660,1371
0812590236,1277
0515127221,1372
0425161242,480
0451200993,765
0679765123,1373
0312982194,1374
0451195922,1375
0425169863,1376
0345380371,28
0446609323,182
0316690619,182
0446610038,182
155143234X,1377
0891074759,1378
0449222276,207
0440224608,1379
0451201558,1380
0061032077,1381
2253004243,1382
0679459626,1383
0812566629,1384
0816614024,1385
3518390473,1386
340414578X,1387
3596113350,1388
3453189442,1389
3462031252,1390
0671001701,927
0782125557,1391
1555217532,1392
0843943769,1393
0553583085,948
1892051001,1394
0805019375,859
1587991039,1395
1587214768,1396
0802130496,817
1857931467,1397
0380717085,1398
0380712172,1398
0380706725,1399
0767904281,1400
1558747478,1401
0440512158,1402
0130179620,1403
0273649949,1404
0072453907,1405
0130305065,1406
0130219193,1407
0028626958,1408
1884822738,1409
0140272941,1299
0375700382,1410
0006550789,1411
0140004424,1412
0812517032,801
0385492081,1328
0451524829,1413
0877287384,1414
0465090974,1415
1931412677,1416
0670848549,214
0684829746,1417
0425130215,1176
0061000175,123
0312971362,88
0061097659,149
006017935X,43
067976402X,597
1558532161,1418
3125918103,1419
0064408329,1420
0743457358,114
0743456866,1421
0440235464,1422
0312251890,1423
0440227739,1424
0345425707,1425
0765342294,736
0451821971,982
0670894494,1426
0060394447,1427
0385508980,1428
037541181X,1429
006093395X,1430
0385491328,1431
0345434692,364
0553131893,364
0374177023,1432
076790351X,1433
0452280907,1434
0425167313,534
0316314641,383
034540288X,28
0061073091,1435
0786808772,795
0553234609,364
0553258540,364
0802713661,1436
0440237688,711
0679884394,1437
1582970262,1438
1566091446,1439
0553577395,1440
0671698419,1441
0425167720,1442
006105660X,1443
0609610597,1444
0446519960,145
0374281602,1445
0140251839,1446
0399519831,1447
0425159795,1448
0140255370,1449
